O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
19-5011.00,Occupational Health and Safety Specialists,EHS Officer (Environmental Health and Safety Officer),N
19-5011.00,Occupational Health and Safety Specialists,Health and Safety Analyst,N
19-5011.00,Occupational Health and Safety Specialists,Industrial Hygiene Consultant,Y
19-5011.00,Occupational Health and Safety Specialists,Industrial Hygienist,Y
19-5011.00,Occupational Health and Safety Specialists,Industrial Hygienist Consultant,N
19-5011.00,Occupational Health and Safety Specialists,OHS Consultant (Occupational Health and Safety Consultant),N
19-5011.00,Occupational Health and Safety Specialists,Risk Control Consultant,N
19-5011.00,Occupational Health and Safety Specialists,Safety Consultant,Y
19-5011.00,Occupational Health and Safety Specialists,Safety Specialist,Y
19-5012.00,Occupational Health and Safety Technicians,Advisory Industrial Hygienist,N
19-5012.00,Occupational Health and Safety Technicians,Certified Industrial Hygienist (CIH),Y
19-5012.00,Occupational Health and Safety Technicians,Construction Safety Consultant,Y
19-5012.00,Occupational Health and Safety Technicians,"EHS Advisor (Environmental, Health, and Safety Advisor)",N
19-5012.00,Occupational Health and Safety Technicians,Health and Safety Technician (Health and Safety Tech),N
19-5012.00,Occupational Health and Safety Technicians,Industrial Hygiene Consultant,N
19-5012.00,Occupational Health and Safety Technicians,Industrial Hygienist,Y
19-5012.00,Occupational Health and Safety Technicians,Safety Specialist,Y
19-5012.00,Occupational Health and Safety Technicians,Safety Technician (Safety Tech),N
19-5012.00,Occupational Health and Safety Technicians,Safety Trainer,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Academic Advisor,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Academic Counselor,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Admissions Counselor,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Career Counselor,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",College Counselor,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Elementary School Counselor,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Guidance Counselor,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",School Counselor,Y
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Student Services Coordinator,N
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Vocational Counselor,N
21-1013.00,Marriage and Family Therapists,Clinical Therapist,Y
21-1013.00,Marriage and Family Therapists,Counselor,N
21-1013.00,Marriage and Family Therapists,Family Therapist,N
21-1013.00,Marriage and Family Therapists,Human Relations Counselor,N
21-1013.00,Marriage and Family Therapists,Licensed Marriage and Family Therapist (LMFT),Y
21-1013.00,Marriage and Family Therapists,Licensed Professional Counselor (LPC),N
21-1013.00,Marriage and Family Therapists,Marriage and Family Counselor,N
21-1013.00,Marriage and Family Therapists,Marriage and Family Therapist (MFT),Y
21-1013.00,Marriage and Family Therapists,Outpatient Therapist,Y
21-1013.00,Marriage and Family Therapists,Play Therapist,N
21-1015.00,Rehabilitation Counselors,Employment Advisor,N
21-1015.00,Rehabilitation Counselors,Employment Services Case Manager,N
21-1015.00,Rehabilitation Counselors,Employment Specialist,Y
21-1015.00,Rehabilitation Counselors,Human Services Care Specialist,N
21-1015.00,Rehabilitation Counselors,Job Coach,Y
21-1015.00,Rehabilitation Counselors,Rehabilitation Counselor,Y
21-1015.00,Rehabilitation Counselors,Rehabilitation Specialist,N
21-1015.00,Rehabilitation Counselors,Vocational Case Manager,N
21-1015.00,Rehabilitation Counselors,Vocational Placement Specialist,N
21-1015.00,Rehabilitation Counselors,Vocational Rehabilitation Counselor (VRC),Y
21-1021.00,"Child, Family, and School Social Workers",Adoption Social Worker,N
21-1021.00,"Child, Family, and School Social Workers",Case Manager,Y
21-1021.00,"Child, Family, and School Social Workers",Case Worker,N
21-1021.00,"Child, Family, and School Social Workers",Child Protective Services Social Worker (CPS Social Worker),N
21-1021.00,"Child, Family, and School Social Workers",Family Protection Specialist,Y
21-1021.00,"Child, Family, and School Social Workers",Family Resource Coordinator,N
21-1021.00,"Child, Family, and School Social Workers",Family Service Worker,Y
21-1021.00,"Child, Family, and School Social Workers",Foster Care Social Worker,N
21-1021.00,"Child, Family, and School Social Workers",School Social Worker,Y
21-1021.00,"Child, Family, and School Social Workers",Youth Services Specialist,N
21-1022.00,Healthcare Social Workers,Clinical Social Worker,Y
21-1022.00,Healthcare Social Workers,Hospice Social Worker,Y
21-1022.00,Healthcare Social Workers,LMSW (Licensed Master Social Worker),N
21-1022.00,Healthcare Social Workers,Medical Social Worker,Y
21-1022.00,Healthcare Social Workers,Nephrology Social Worker,N
21-1022.00,Healthcare Social Workers,Oncology Social Worker,N
21-1022.00,Healthcare Social Workers,Psychosocial Coordinator,N
21-1022.00,Healthcare Social Workers,Renal Social Worker,N
21-1022.00,Healthcare Social Workers,Social Work Case Manager,N
21-1022.00,Healthcare Social Workers,Social Worker,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Case Manager,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Clinical Social Worker,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Clinical Therapist,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Clinician,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Counselor,N
21-1023.00,Mental Health and Substance Abuse Social Workers,Licensed Clinical Social Worker (LCSW),N
21-1023.00,Mental Health and Substance Abuse Social Workers,Mental Health Therapist,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Social Worker,Y
21-1023.00,Mental Health and Substance Abuse Social Workers,Therapist,Y
21-1091.00,Health Education Specialists,Certified Diabetes Educator,N
21-1091.00,Health Education Specialists,Clinical Instructor,Y
21-1091.00,Health Education Specialists,Community Health Consultant,N
21-1091.00,Health Education Specialists,Education Coordinator,N
21-1091.00,Health Education Specialists,Health Education Coordinator,N
21-1091.00,Health Education Specialists,Health Education Specialist,Y
21-1091.00,Health Education Specialists,Health Educator,Y
21-1091.00,Health Education Specialists,Health Promotion Specialist,N
21-1091.00,Health Education Specialists,Public Health Educator,Y
21-1091.00,Health Education Specialists,Public Information Officer,N
21-1092.00,Probation Officers and Correctional Treatment Specialists,Adult Probation Officer,N
21-1092.00,Probation Officers and Correctional Treatment Specialists,Correctional Counselor,Y
21-1092.00,Probation Officers and Correctional Treatment Specialists,Deputy Probation Officer (DPO),N
21-1092.00,Probation Officers and Correctional Treatment Specialists,Juvenile Probation Officer,Y
21-1092.00,Probation Officers and Correctional Treatment Specialists,Parole Agent,N
21-1092.00,Probation Officers and Correctional Treatment Specialists,Parole Officer (PO),Y
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Agent,N
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation and Parole Officer,N
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Counselor,N
21-1092.00,Probation Officers and Correctional Treatment Specialists,Probation Officer,Y
21-1093.00,Social and Human Service Assistants,Addictions Counselor Assistant,N
21-1093.00,Social and Human Service Assistants,Advocate,Y
21-1093.00,Social and Human Service Assistants,Clinical Assistant,Y
21-1093.00,Social and Human Service Assistants,Residential Care Assistant,N
21-1093.00,Social and Human Service Assistants,Social Services Aide,N
21-1093.00,Social and Human Service Assistants,Social Services Assistant,N
21-1093.00,Social and Human Service Assistants,Social Work Assistant,N
21-1093.00,Social and Human Service Assistants,Social Work Associate,Y
21-1093.00,Social and Human Service Assistants,Social Worker Assistant,Y
21-1094.00,Community Health Workers,Apprise Counselor,N
21-1094.00,Community Health Workers,Community Health Outreach Worker,Y
21-1094.00,Community Health Workers,Community Health Program Coordinator,Y
21-1094.00,Community Health Workers,Community Health Program Representative (Community Health Program Rep),N
21-1094.00,Community Health Workers,Community Health Promoter,Y
21-1094.00,Community Health Workers,Community Health Worker (CHW),N
21-1094.00,Community Health Workers,Community Nutrition Educator,Y
21-1094.00,Community Health Workers,HIV CTS Specialist (Human Immunodeficiency Virus Counseling and Testing Services Specialist),N
21-2021.00,"Directors, Religious Activities and Education",Adult Ministries Director,N
21-2021.00,"Directors, Religious Activities and Education",Campus Ministries Director,N
21-2021.00,"Directors, Religious Activities and Education",Children's Ministries Director,Y
21-2021.00,"Directors, Religious Activities and Education",Christian Education Director,Y
21-2021.00,"Directors, Religious Activities and Education",Religious Education Coordinator,N
21-2021.00,"Directors, Religious Activities and Education",Religious Education Director,Y
21-2021.00,"Directors, Religious Activities and Education",Senior Adults Director,N
21-2021.00,"Directors, Religious Activities and Education",Women's Ministries Director,N
21-2021.00,"Directors, Religious Activities and Education",Youth Ministries Director,N
21-2021.00,"Directors, Religious Activities and Education",Youth Pastor,Y
23-1012.00,Judicial Law Clerks,Appellate Law Clerk,N
23-1012.00,Judicial Law Clerks,Career Judicial Law Clerk,N
23-1012.00,Judicial Law Clerks,Career Law Clerk,N
23-1012.00,Judicial Law Clerks,Judicial Assistant,Y
23-1012.00,Judicial Law Clerks,Judicial Clerk,Y
23-1012.00,Judicial Law Clerks,Judicial Law Clerk,Y
23-1012.00,Judicial Law Clerks,Law Clerk,Y
23-1012.00,Judicial Law Clerks,Law Researcher,N
23-1012.00,Judicial Law Clerks,Pro Se Law Clerk,N
23-1012.00,Judicial Law Clerks,Term Law Clerk,N
23-1022.00,"Arbitrators, Mediators, and Conciliators",Alternative Dispute Resolution Coordinator (ADR Coordinator),Y
23-1022.00,"Arbitrators, Mediators, and Conciliators",Arbiter,N
23-1022.00,"Arbitrators, Mediators, and Conciliators",Arbitrator,Y
23-1022.00,"Arbitrators, Mediators, and Conciliators",Divorce Mediator,N
23-1022.00,"Arbitrators, Mediators, and Conciliators",Family Mediator,N
23-1022.00,"Arbitrators, Mediators, and Conciliators",Federal Mediator,N
23-1022.00,"Arbitrators, Mediators, and Conciliators",Labor Arbitrator,Y
23-1022.00,"Arbitrators, Mediators, and Conciliators",Labor Mediator,N
23-1022.00,"Arbitrators, Mediators, and Conciliators",Mediator,Y
23-1022.00,"Arbitrators, Mediators, and Conciliators",Public Employment Mediator,N
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Circuit Court Judge,N
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Circuit Judge,N
23-1023.00,"Judges, Magistrate Judges, and Magistrates",County Judge,N
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Court of Appeals Judge,N
23-1023.00,"Judges, Magistrate Judges, and Magistrates",District Court Judge,Y
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Judge,Y
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Justice of the Peace,N
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Magisterial District Judge,N
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Magistrate,Y
23-1023.00,"Judges, Magistrate Judges, and Magistrates",Superior Court Judge,Y
23-2011.00,Paralegals and Legal Assistants,Immigration Paralegal,N
23-2011.00,Paralegals and Legal Assistants,Law Associate,N
23-2011.00,Paralegals and Legal Assistants,Legal Analyst,N
23-2011.00,Paralegals and Legal Assistants,Legal Assistant,Y
23-2011.00,Paralegals and Legal Assistants,Legal Clerk,Y
23-2011.00,Paralegals and Legal Assistants,Legal Processing Assistant,N
23-2011.00,Paralegals and Legal Assistants,Litigation Paralegal,N
23-2011.00,Paralegals and Legal Assistants,Paralegal,Y
23-2011.00,Paralegals and Legal Assistants,Paralegal Specialist,Y
23-2011.00,Paralegals and Legal Assistants,Real Estate Paralegal,N
23-2093.00,"Title Examiners, Abstractors, and Searchers",Abstractor,Y
23-2093.00,"Title Examiners, Abstractors, and Searchers",Commercial Title Examiner,N
23-2093.00,"Title Examiners, Abstractors, and Searchers",Searcher,N
23-2093.00,"Title Examiners, Abstractors, and Searchers",Title Abstractor,N
23-2093.00,"Title Examiners, Abstractors, and Searchers",Title Agent,N
23-2093.00,"Title Examiners, Abstractors, and Searchers",Title Examiner,Y
23-2093.00,"Title Examiners, Abstractors, and Searchers",Title Officer,Y
23-2093.00,"Title Examiners, Abstractors, and Searchers",Title Searcher,Y
25-1021.00,"Computer Science Teachers, Postsecondary",Assistant Professor,N
25-1021.00,"Computer Science Teachers, Postsecondary",Associate Professor,N
25-1021.00,"Computer Science Teachers, Postsecondary",Computer Information Systems Instructor (CIS Instructor),Y
25-1021.00,"Computer Science Teachers, Postsecondary",Computer Science Instructor,N
25-1021.00,"Computer Science Teachers, Postsecondary",Computer Science Professor,Y
25-1021.00,"Computer Science Teachers, Postsecondary",Faculty Member,N
25-1021.00,"Computer Science Teachers, Postsecondary",Information Technology Instructor (IT Instructor),N
25-1021.00,"Computer Science Teachers, Postsecondary",Instructor,Y
25-1021.00,"Computer Science Teachers, Postsecondary",Lecturer,N
25-1021.00,"Computer Science Teachers, Postsecondary",Professor,Y
25-1031.00,"Architecture Teachers, Postsecondary",Adjunct Instructor,N
25-1031.00,"Architecture Teachers, Postsecondary",Adjunct Professor,N
25-1031.00,"Architecture Teachers, Postsecondary",Architecture Professor,Y
25-1031.00,"Architecture Teachers, Postsecondary",Assistant Professor,Y
25-1031.00,"Architecture Teachers, Postsecondary",Associate Professor,Y
25-1031.00,"Architecture Teachers, Postsecondary",Faculty Member,N
25-1031.00,"Architecture Teachers, Postsecondary",Instructor,N
25-1031.00,"Architecture Teachers, Postsecondary",Interior Design Professor,N
25-1031.00,"Architecture Teachers, Postsecondary",Lecturer,N
25-1031.00,"Architecture Teachers, Postsecondary",Professor,Y
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Assistant Professor,Y
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Associate Professor,N
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Clinical Nursing Instructor,N
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Faculty Member,N
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Instructor,N
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Lecturer,N
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Nurse Educator,N
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Nursing Instructor,Y
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Nursing Professor,Y
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",Professor,Y
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Art History Professor,N
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Art Instructor,N
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Art Professor,Y
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Assistant Professor,N
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Associate Professor,N
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Instructor,N
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Music Instructor,N
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Music Professor,Y
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Professor,Y
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",Theater Professor,Y
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Automotive Instructor,N
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Automotive Technology Instructor,N
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Cosmetology Instructor,Y
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Flight Instructor,N
25-1194.00,"Career/Technical Education Teachers, Postsecondary","HVAC-R Instructor (Heating, Ventilation, Air Conditioning, And Refrigeration Instructor)",Y
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Instructor,Y
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Professor,Y
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Teacher,N
25-1194.00,"Career/Technical Education Teachers, Postsecondary",Welding Instructor,N
25-2057.00,"Special Education Teachers, Middle School",Exceptional Children Teacher (EC Teacher),N
25-2057.00,"Special Education Teachers, Middle School",Exceptional Student Education Teacher (ESE Teacher),N
25-2057.00,"Special Education Teachers, Middle School",Inclusion Teacher,N
25-2057.00,"Special Education Teachers, Middle School",Intervention Specialist,Y
25-2057.00,"Special Education Teachers, Middle School",Learning Support Teacher,N
25-2057.00,"Special Education Teachers, Middle School",Middle School Special Education Teacher,Y
25-2057.00,"Special Education Teachers, Middle School",Self-Contained Special Education Teacher,N
25-2057.00,"Special Education Teachers, Middle School",Special Education Resource Teacher,Y
25-2057.00,"Special Education Teachers, Middle School",Teacher,Y
25-2058.00,"Special Education Teachers, Secondary School",Career and Transition Teacher,N
25-2058.00,"Special Education Teachers, Secondary School",High School Special Education Teacher,Y
25-2058.00,"Special Education Teachers, Secondary School",Interrelated Special Education Teacher,N
25-2058.00,"Special Education Teachers, Secondary School",Learning Disabilities Special Education Teacher (LD Special Education Teacher),N
25-2058.00,"Special Education Teachers, Secondary School",Learning Support Teacher,N
25-2058.00,"Special Education Teachers, Secondary School",Resource Teacher,N
25-2058.00,"Special Education Teachers, Secondary School",Special Day Class Teacher (SDC Teacher),N
25-2058.00,"Special Education Teachers, Secondary School",Special Education Resource Teacher,Y
25-2058.00,"Special Education Teachers, Secondary School",Special Education Teacher,Y
25-2058.00,"Special Education Teachers, Secondary School",Teacher,Y
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Adult Basic Education Instructor (ABE Instructor),Y
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Adult Basic Education Teacher (ABE Teacher),N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Adult Education Instructor,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Adult Education Teacher,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",ESL Instructor (English as a Second Language Instructor),Y
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",ESL Teacher (English as a Second Language Teacher),N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",ESOL Teacher (English for Speakers of Other Languages Teacher),N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",GED Instructor (General Educational Development Instructor),Y
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",GED Teacher (General Educational Development Teacher),N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Teacher,Y
25-4011.00,Archivists,Accessioning Archivist,N
25-4011.00,Archivists,Archivist,Y
25-4011.00,Archivists,Digital Archivist,N
25-4011.00,Archivists,Film Archivist,N
25-4011.00,Archivists,Museum Archivist,N
25-4011.00,Archivists,Records Manager,Y
25-4011.00,Archivists,Reference Archivist,N
25-4011.00,Archivists,Registrar,Y
25-4011.00,Archivists,State Archivist,Y
25-4011.00,Archivists,University Archivist,N
25-4012.00,Curators,Collections Curator,Y
25-4012.00,Curators,Collections Manager,Y
25-4012.00,Curators,Curator,Y
25-4012.00,Curators,Education Curator,N
25-4012.00,Curators,Exhibitions Curator,N
25-4012.00,Curators,Exhibits Curator,N
25-4012.00,Curators,Museum Curator,Y
25-4012.00,Curators,Photography Curator,N
25-4012.00,Curators,Vertebrate Zoology Curator,N
25-4022.00,Librarians and Media Collections Specialists,Catalog Librarian,N
25-4022.00,Librarians and Media Collections Specialists,Instructional Technology Specialist,N
25-4022.00,Librarians and Media Collections Specialists,Librarian,Y
25-4022.00,Librarians and Media Collections Specialists,Library Media Specialist,Y
25-4022.00,Librarians and Media Collections Specialists,Media Specialist,Y
25-4022.00,Librarians and Media Collections Specialists,Media Technician,N
25-4022.00,Librarians and Media Collections Specialists,Multimedia Services Coordinator,N
25-4022.00,Librarians and Media Collections Specialists,Reference and Instruction Librarian,N
25-4022.00,Librarians and Media Collections Specialists,Reference Librarian,Y
25-4022.00,Librarians and Media Collections Specialists,Technical Services Librarian,N
25-4031.00,Library Technicians,Circulation Clerk,N
25-4031.00,Library Technicians,Library Aide,N
25-4031.00,Library Technicians,Library Assistant,Y
25-4031.00,Library Technicians,Library Associate,Y
25-4031.00,Library Technicians,Library Clerk,N
25-4031.00,Library Technicians,Library Media Technician,N
25-4031.00,Library Technicians,Library Specialist,N
25-4031.00,Library Technicians,Library Technical Assistant (LTA),Y
25-4031.00,Library Technicians,Library Technician,Y
25-4031.00,Library Technicians,Page Technician,N
25-9031.00,Instructional Coordinators,Curriculum and Instruction Director,Y
25-9031.00,Instructional Coordinators,Curriculum Coordinator,Y
25-9031.00,Instructional Coordinators,Curriculum Director,N
25-9031.00,Instructional Coordinators,Curriculum Specialist,N
25-9031.00,Instructional Coordinators,Education Specialist,N
25-9031.00,Instructional Coordinators,Instructional Designer,Y
25-9031.00,Instructional Coordinators,Instructional Systems Specialist,N
25-9031.00,Instructional Coordinators,Instructional Technologist,Y
25-9031.00,Instructional Coordinators,Learning Development Specialist,N
25-9031.00,Instructional Coordinators,Program Administrator,N
25-9044.00,"Teaching Assistants, Postsecondary",Graduate Assistant,Y
25-9044.00,"Teaching Assistants, Postsecondary",Graduate Fellow,N
25-9044.00,"Teaching Assistants, Postsecondary",Graduate Research Assistant,N
25-9044.00,"Teaching Assistants, Postsecondary",Graduate Student,N
25-9044.00,"Teaching Assistants, Postsecondary",Graduate Student Instructor (GSI),N
25-9044.00,"Teaching Assistants, Postsecondary",Graduate Teaching Assistant (GTA),Y
25-9044.00,"Teaching Assistants, Postsecondary",Research Assistant (RA),Y
25-9044.00,"Teaching Assistants, Postsecondary",Teaching Assistant (TA),Y
25-9044.00,"Teaching Assistants, Postsecondary",Teaching Fellow,N
27-1011.00,Art Directors,Art Director,Y
27-1011.00,Art Directors,Art Supervisor,N
27-1011.00,Art Directors,Creative Director (CD Director),Y
27-1011.00,Art Directors,Creative Manager,N
27-1011.00,Art Directors,Creative Services Director,Y
27-1011.00,Art Directors,Creative Services Manager,N
27-1011.00,Art Directors,Design Director,Y
27-1011.00,Art Directors,Graphic Design and Art Production Manager,N
27-1011.00,Art Directors,Group Art Supervisor,N
27-1011.00,Art Directors,Presentation Director,N
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Artist,Y
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Automotive Artist,N
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Blacksmith,N
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Fine Artist,Y
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Ice Carver,N
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Illustrator,N
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Muralist,N
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Painter,Y
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Portrait Artist,N
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",Sculptor,Y
27-1014.00,Special Effects Artists and Animators,3D Animator (Three-Dimensional Animator),N
27-1014.00,Special Effects Artists and Animators,3D Artist (Three-Dimensional Artist),Y
27-1014.00,Special Effects Artists and Animators,Animator,Y
27-1014.00,Special Effects Artists and Animators,Artist,Y
27-1014.00,Special Effects Artists and Animators,Digital Artist,N
27-1014.00,Special Effects Artists and Animators,Graphic Artist,Y
27-1014.00,Special Effects Artists and Animators,Motion Graphics Artist,N
27-1014.00,Special Effects Artists and Animators,Multimedia Producer,N
27-1021.00,Commercial and Industrial Designers,Design Engineer,Y
27-1021.00,Commercial and Industrial Designers,Designer,Y
27-1021.00,Commercial and Industrial Designers,Industrial Designer,Y
27-1021.00,Commercial and Industrial Designers,Mechanical Designer,N
27-1021.00,Commercial and Industrial Designers,Mold Designer,N
27-1021.00,Commercial and Industrial Designers,Product Design Engineer,N
27-1021.00,Commercial and Industrial Designers,Product Designer,Y
27-1021.00,Commercial and Industrial Designers,Product Development Engineer,N
27-1021.00,Commercial and Industrial Designers,Sign Designer,N
27-1022.00,Fashion Designers,Apparel and Accessories Designer,N
27-1022.00,Fashion Designers,Apparel Designer,Y
27-1022.00,Fashion Designers,Costume Designer,Y
27-1022.00,Fashion Designers,Designer,Y
27-1022.00,Fashion Designers,Fashion Design Contractor,N
27-1022.00,Fashion Designers,Fashion Designer,Y
27-1022.00,Fashion Designers,Fashion Graphic Designer,N
27-1022.00,Fashion Designers,Fashion Stylist,N
27-1022.00,Fashion Designers,Handbag Designer,N
27-1022.00,Fashion Designers,Product Developer,N
27-1024.00,Graphic Designers,Artist,Y
27-1024.00,Graphic Designers,Brand Designer,N
27-1024.00,Graphic Designers,Designer,Y
27-1024.00,Graphic Designers,Graphic Artist,Y
27-1024.00,Graphic Designers,Graphic Design Coordinator,N
27-1024.00,Graphic Designers,Graphic Designer,Y
27-1024.00,Graphic Designers,Online Producer,N
27-1024.00,Graphic Designers,Production Artist,N
27-1024.00,Graphic Designers,Publications Designer,N
27-1024.00,Graphic Designers,Technical Illustrator,N
27-1025.00,Interior Designers,Certified Kitchen Designer,N
27-1025.00,Interior Designers,Color and Materials Designer,N
27-1025.00,Interior Designers,Commercial Interior Designer,N
27-1025.00,Interior Designers,Decorating Consultant,N
27-1025.00,Interior Designers,Designer,Y
27-1025.00,Interior Designers,Interior Decorator,N
27-1025.00,Interior Designers,Interior Design Consultant,Y
27-1025.00,Interior Designers,Interior Design Coordinator,Y
27-1025.00,Interior Designers,Interior Designer,Y
27-1025.00,Interior Designers,Registered Interior Designer,N
27-1026.00,Merchandise Displayers and Window Trimmers,Decorator,N
27-1026.00,Merchandise Displayers and Window Trimmers,Display Associate,Y
27-1026.00,Merchandise Displayers and Window Trimmers,Display Decorator,N
27-1026.00,Merchandise Displayers and Window Trimmers,Display Specialist,N
27-1026.00,Merchandise Displayers and Window Trimmers,In-Store Marketing Associate,N
27-1026.00,Merchandise Displayers and Window Trimmers,Merchandiser,Y
27-1026.00,Merchandise Displayers and Window Trimmers,Visual Merchandiser (VM),Y
27-1026.00,Merchandise Displayers and Window Trimmers,Visual Merchandising Specialist,Y
27-1027.00,Set and Exhibit Designers,Designer,N
27-1027.00,Set and Exhibit Designers,Display Coordinator,Y
27-1027.00,Set and Exhibit Designers,Exhibit Coordinator,N
27-1027.00,Set and Exhibit Designers,Exhibit Designer,Y
27-1027.00,Set and Exhibit Designers,Exhibit Preparator,N
27-1027.00,Set and Exhibit Designers,Historical Society Window Dresser,N
27-1027.00,Set and Exhibit Designers,Installations Designer,N
27-1027.00,Set and Exhibit Designers,Projection Designer,N
27-1027.00,Set and Exhibit Designers,Scenic Designer,Y
27-1027.00,Set and Exhibit Designers,Set Designer,Y
27-2012.00,Producers and Directors,Artistic Director,Y
27-2012.00,Producers and Directors,Director,Y
27-2012.00,Producers and Directors,Executive Producer,N
27-2012.00,Producers and Directors,Multimedia Producer,N
27-2012.00,Producers and Directors,News Producer,Y
27-2012.00,Producers and Directors,Producer,Y
27-2012.00,Producers and Directors,Production Director,N
27-2012.00,Producers and Directors,Radio Producer,N
27-2012.00,Producers and Directors,Television News Producer (TV News Producer),N
27-2012.00,Producers and Directors,Television Producer (TV Producer),N
27-2012.03,Media Programming Directors,Broadcast Content Manager,N
27-2012.03,Media Programming Directors,News Director,Y
27-2012.03,Media Programming Directors,Newscast Director,N
27-2012.03,Media Programming Directors,Production Director,N
27-2012.03,Media Programming Directors,Program Coordinator,N
27-2012.03,Media Programming Directors,Program Director (PD),Y
27-2012.03,Media Programming Directors,Program Manager,Y
27-2012.03,Media Programming Directors,Programming Director,Y
27-2012.03,Media Programming Directors,Station Manager,N
27-2012.03,Media Programming Directors,TV Program Director (Television Program Director),N
27-2012.04,Talent Directors,Artistic Director,Y
27-2012.04,Talent Directors,Casting Agent,Y
27-2012.04,Talent Directors,Casting Coordinator,Y
27-2012.04,Talent Directors,Casting Director,Y
27-2012.04,Talent Directors,Extras Casting Director,N
27-2012.04,Talent Directors,Model Booker,N
